id,max_,mean_,median_,min_,std_,wealth
112.0,0.0,0.0,0.0,0.0,0.0,-0.374865
113.0,0.0,0.0,0.0,0.0,0.0,-0.54409
114.0,14.0,2.19,0.0,0.0,3.809711275149339,-0.07974500000000001
115.0,0.0,0.0,0.0,0.0,0.0,0.77875
116.0,0.0,0.0,0.0,0.0,0.0,-0.37708
117.0,0.0,0.0,0.0,0.0,0.0,-0.411275
118.0,6.0,0.06,0.0,0.0,0.596992462263972,-0.35406
119.0,0.0,0.0,0.0,0.0,0.0,-0.407315
120.0,0.0,0.0,0.0,0.0,0.0,-0.35844000000000004
121.0,62.0,41.2,44.0,9.0,16.792260121853758,1.3053700000000001
122.0,0.0,0.0,0.0,0.0,0.0,0.5722050000000001
123.0,0.0,0.0,0.0,0.0,0.0,-0.479895
124.0,0.0,0.0,0.0,0.0,0.0,-0.401235
125.0,0.0,0.0,0.0,0.0,0.0,-0.27021999999999996
126.0,0.0,0.0,0.0,0.0,0.0,-0.560705
127.0,0.0,0.0,0.0,0.0,0.0,-0.5747399999999999
128.0,11.0,4.05,6.0,0.0,3.970831147253683,1.28826
129.0,0.0,0.0,0.0,0.0,0.0,-0.3479
130.0,0.0,0.0,0.0,0.0,0.0,-0.59506
131.0,62.0,30.14,25.0,0.0,20.612142052683414,2.64246
132.0,0.0,0.0,0.0,0.0,0.0,-0.260125
133.0,0.0,0.0,0.0,0.0,0.0,-0.44385
134.0,62.0,40.68,47.5,8.0,18.813760921198078,1.92084
135.0,0.0,0.0,0.0,0.0,0.0,-0.40931
136.0,0.0,0.0,0.0,0.0,0.0,-0.29763
137.0,11.0,2.37,0.0,0.0,3.7353848529970772,-0.31063
138.0,7.0,0.82,0.0,0.0,2.127815781499893,-0.46111
139.0,0.0,0.0,0.0,0.0,0.0,-0.51493
140.0,0.0,0.0,0.0,0.0,0.0,-0.5504199999999999
141.0,7.0,0.13,0.0,0.0,0.9127431182978046,-0.504985
142.0,0.0,0.0,0.0,0.0,0.0,-0.451445
143.0,0.0,0.0,0.0,0.0,0.0,-0.12763
144.0,7.0,0.26,0.0,0.0,1.277654100294755,-0.42015
145.0,0.0,0.0,0.0,0.0,0.0,-0.12519
146.0,11.0,4.01,6.0,0.0,3.922996303847353,0.974485
147.0,0.0,0.0,0.0,0.0,0.0,-0.31329
148.0,11.0,1.32,0.0,0.0,2.9895819105687673,-0.366345
149.0,0.0,0.0,0.0,0.0,0.0,-0.334985
150.0,7.0,0.86,0.0,0.0,2.135509306933594,-0.9673200000000001
151.0,0.0,0.0,0.0,0.0,0.0,-0.37203
152.0,0.0,0.0,0.0,0.0,0.0,-0.48618999999999996
153.0,0.0,0.0,0.0,0.0,0.0,-0.41968
154.0,0.0,0.0,0.0,0.0,0.0,-0.39344
155.0,6.0,0.12,0.0,0.0,0.8399999999999999,-0.49118999999999996
156.0,6.0,0.12,0.0,0.0,0.8399999999999999,-0.45831000000000005
157.0,0.0,0.0,0.0,0.0,0.0,-0.24608000000000002
158.0,7.0,0.32,0.0,0.0,1.3991425945914162,-0.91836
159.0,0.0,0.0,0.0,0.0,0.0,-0.246115
160.0,0.0,0.0,0.0,0.0,0.0,-0.2184
161.0,0.0,0.0,0.0,0.0,0.0,-0.31482
162.0,0.0,0.0,0.0,0.0,0.0,-0.48981
163.0,0.0,0.0,0.0,0.0,0.0,-0.27310999999999996
164.0,0.0,0.0,0.0,0.0,0.0,-0.49768
165.0,0.0,0.0,0.0,0.0,0.0,-0.1627
166.0,8.0,2.2,0.0,0.0,3.159113799786263,2.19107
167.0,0.0,0.0,0.0,0.0,0.0,-0.18182
168.0,62.0,37.52,40.0,7.0,18.267172742381344,2.4126000000000003
169.0,0.0,0.0,0.0,0.0,0.0,-0.35969
170.0,0.0,0.0,0.0,0.0,0.0,-0.231235
171.0,21.0,4.86,6.0,0.0,5.592888341456496,0.002855
172.0,0.0,0.0,0.0,0.0,0.0,-0.24251
173.0,62.0,40.86,41.0,10.0,15.842992141637891,2.15909
174.0,6.0,0.06,0.0,0.0,0.596992462263972,-0.56477
175.0,8.0,1.43,0.0,0.0,2.793760906018981,-0.12552
176.0,0.0,0.0,0.0,0.0,0.0,-0.5059100000000001
177.0,0.0,0.0,0.0,0.0,0.0,-0.20199
178.0,0.0,0.0,0.0,0.0,0.0,-0.43075
179.0,6.0,0.3,0.0,0.0,1.3076696830622025,-0.652175
180.0,0.0,0.0,0.0,0.0,0.0,-0.34580999999999995
181.0,0.0,0.0,0.0,0.0,0.0,-0.42192
182.0,0.0,0.0,0.0,0.0,0.0,-0.4494
183.0,0.0,0.0,0.0,0.0,0.0,-0.42233000000000004
184.0,0.0,0.0,0.0,0.0,0.0,-0.31204
185.0,6.0,0.18,0.0,0.0,1.0235233265539194,-0.23936999999999997
